,en,fr
0,Tom is a hick.,Tom est un hick.
0,I don't want to miss my train.,Je ne veux pas manquer mon train.
0,I want to go to Seattle.,Je veux aller à Seattle.
0,Tom has forgotten how to do that.,Tom a oublié comment le faire.
0,The army forced him to resign.,L'armée l'a forcé à démissionner.
0,How about going to see a movie tonight?,Qu'en est-il d'aller voir un film ce soir?
0,I need it ASAP.,J'en ai besoin dès que possible.
0,I'm in a bad mood today.,Je suis en mauvaise humeur aujourd'hui.
0,"In the winter, many older people slip on ice and fall down.","En hiver, de nombreuses personnes âgées glissent sur la glace et tombent."
0,Something might have happened to her.,Il se peut qu'il lui soit arrivé quelque chose.
0,Can I see that one?,Est-ce que je peux le voir?
0,There's enough time for a quick snack.,Il y a assez de temps pour une collation rapide.
0,I stayed at home last night.,Je suis resté à la maison hier soir.
0,I don't have the address now.,Je n'ai pas l'adresse maintenant.
0,Do you know me?,Connaissez-vous moi?
0,I remember the first time.,Je me souviens de la première fois.
0,I don't think he'll say yes.,Je ne crois pas qu'il dise oui.
0,Tom doesn't really love Mary.,Tom n'aime pas vraiment Mary.
0,Money talks.,L'argent parle.
0,He hid himself behind the door.,Il s'est caché derrière la porte.
0,We imported meat from Argentina.,Nous avons importé de la viande de l'Argentine.
0,Christmas is soon.,Nol est bientôt.
0,I'm in love with her.,Je suis amoureuse de elle.
0,I ran away in a hurry.,Je me suis enfui dans la hâte.
0,"With the weather getting worse, the departure was put off.","Le temps s'aggravant, le départ a été reporté."
0,Tom's house has a nice garden.,La maison de Tom a un joli jardin.
0,I was invited to their wedding.,J'ai été invité à leur mariage.
0,I lost.,J'ai perdu.
0,I quit smoking two years ago.,J'ai cessé de fumer il y a deux ans.
0,"Apart from some fruit, he hasn't eaten anything.","Mis à part quelques fruits, il n'a mangé rien."
0,Why do you need this money?,Pourquoi avez-vous besoin de cet argent?
0,These fireworks are spectacular!,Ces feux d'artifice sont spectaculaires!
0,He wants more.,Il veut plus.
0,Passengers should board the train now.,Les passagers devraient monter à bord du train maintenant.
0,When was this university founded?,Quand cette université a-t-elle été fondée?
0,She dived into the swimming pool.,Elle a plongé dans la piscine.
0,You should bring your passport to the bank.,Vous devriez apporter votre passeport à la banque.
0,I like oranges better than apples.,J'aime mieux les oranges que les pommes.
0,I got a farewell present from everyone.,J'ai reçu un cadeau d'adieu de tout le monde.
0,Which tooth hurts?,Quelle est la dent qui meurt?
0,Tom didn't have enough money to pay the rent.,Tom n'avait pas assez d'argent pour payer le loyer.
0,I'm thirsty.,Je suis soif.
0,I don't have a prejudice against foreign workers.,Je n'ai pas de préjugés à l'égard des travailleurs étrangers.
0,I see her sweeping the room.,Je la vois balayer la pièce.
0,Are you angry?,tes-vous en colère?
0,Please pass me the butter.,Veuillez me remettre le beurre.
0,I can't do any more than this.,Je ne peux pas faire plus que cela.
0,Let's take the children to the zoo.,Amenons les enfants au zoo.
0,I majored in chemistry at the university.,J'ai majoré en chimie à l'université.
0,He broke the window on purpose.,Il a brisé la fenêtre à des fins délibérées.
0,I always study hard.,J'étudie toujours dur.
0,The talks will last three days.,Les pourparlers dureront trois jours.
0,Please don't tell your parents this.,Veuillez ne pas le dire à vos parents.
0,Dog is man's best friend.,Le chien est le meilleur ami de l'homme.
0,We'll begin work soon.,Nous allons bientôt commencer à travailler.
0,"In a way you are right, but I still have doubts.","D'une certaine manière, vous avez raison, mais j'ai toujours des doutes."
0,I wrote this book.,J'ai écrit ce livre.
0,He told the students to be quiet.,Il a dit aux élèves de rester calmes.
0,Didn't you lock up your car?,N'avez-vous pas verrouillé votre voiture?
0,What is the name of this river?,Quel est le nom de cette rivière?
0,She had died before I arrived.,Elle était décédée avant mon arrivée.
0,Take good care of yourself.,Prenez soin de vous-même.
0,My underpants are wet.,Mes pantalons sont mouillés.
0,I don't need you or anybody else.,Je n'ai pas besoin de vous ni de personne d'autre.
0,He knows who they are.,Il sait qui ils sont.
0,Tom can't afford this.,Tom n'a pas les moyens de le faire.
0,Tom didn't want to disappoint Mary.,Tom ne voulait pas décevoir Mary.
0,It was very kind of you to lend me an umbrella.,C'est très aimable de vous de me prêter un parapluie.
0,He put on the red jacket.,Il a porté la veste rouge.
0,He offered his help to us.,Il nous a offert son aide.
0,The moon is the earth's only satellite.,La Lune est le seul satellite terrestre.
0,April showers bring May flowers.,Les averses d'avril apportent des fleurs de mai.
0,I went to sleep about 10 o'clock.,Je suis allé dormir vers 10 heures.
0,I went to a park this morning.,Je suis allé dans un parc ce matin.
0,What's your name?,Quel est votre nom?
0,Are you afraid of Tom?,Avez-vous peur de Tom?
0,We have less than five minutes to evacuate the whole building.,Nous avons moins de cinq minutes pour évacuer tout l'édifice.
0,She has a real knack for getting people to do what she wants.,Elle a un véritable knack pour amener les gens à faire ce qu'elle veut.
0,Talking during a concert is rude.,Parler durant un concert est rude.
0,You can hold my hand.,Vous pouvez tenir ma main.
0,He will arrive in Paris tomorrow.,Il arrivera à Paris demain.
0,This conference is very important. Don't miss it.,Cette conférence est très importante et ne manquez pas.
0,Her success made her the target of jealousy.,Son succès l'a fait la cible de la jalousie.
0,He plays the guitar very well.,Il joue très bien la guitare.
0,I am disgusted with him.,Je suis déçu de lui.
0,It is a pity that you cannot come to the party.,Il est dommage que vous ne puissiez pas venir à la fête.
0,You should quit smoking.,Vous devriez cesser de fumer.
0,What is learned in the cradle is carried to the tomb.,Ce que l'on apprend dans le berceau est transporté jusqu'à la tombe.
0,He's eating an apple.,Il mange une pomme.
0,She is always losing her handkerchief.,Elle perd toujours son couteau.
0,Please return the book by tomorrow.,Veuillez retourner le livre d'ici demain.
0,I'm proud of you.,Je suis fier de vous.
0,She spends her leisure time making dolls.,Elle passe son temps libre à fabriquer des poupées.
0,Many kinds of birds live in Japan.,De nombreux types d'oiseaux vivent au Japon.
0,I wrote a letter to my mother.,J'ai écrit une lettre à ma mère.
0,You and I have the same idea.,Vous et moi avons la même idée.
0,She should have been more careful.,Elle aurait dû être plus prudente.
0,I hope everything goes well.,J'espère que tout va bien.
0,I wish I could talk to you.,J'aimerais pouvoir vous parler.
0,I would rather not go there alone.,Je préfère ne pas y aller seul.
0,You talk too much.,Vous parlez trop.
0,You must keep your eyes open.,Vous devez garder les yeux ouverts.
0,Nobody tried to help Tom.,Personne n'a tenté d'aider Tom.
0,You two should get married.,Vous devriez vous marier.
0,Tom is probably pretty rich by now.,Tom est probablement assez riche d'ici maintenant.
0,How many does he want?,Combien veut-il?
0,Thank you for drawing a bird for me.,Merci de dessiner un oiseau pour moi.
0,I'm looking for a part-time job.,Je suis à la recherche d'un emploi à temps partiel.
0,"I can read German, but I can't speak it.","Je peux lire l'allemand, mais je ne peux pas le parler."
0,Something must be wrong with the machinery.,Il faut qu'il y ait quelque chose de mal avec le mécanisme.
0,"I want beef, too.",Je veux aussi du boeuf.
0,I'd rather stay than go.,J'aimerais rester plutôt que d'aller.
0,I had a tennis match with him.,J'ai eu un match de tennis avec lui.
0,He's a comedian.,Il est un comédien.
0,India is a developing country.,L'Inde est un pays en développement.
0,He is old enough to drive.,Il est assez âgé pour conduire.
0,I arrived in London.,Je suis arrivé à Londres.
0,I saw five men.,J'ai vu cinq hommes.
0,I got up early in the morning.,Je me suis lever tôt le matin.
0,I hate chemistry.,Je déteste la chimie.
0,May I ask you some more questions?,Puis-je vous poser quelques questions supplémentaires?
0,I don't understand.,Je ne comprends pas.
0,May I say something?,Puis-je dire quelque chose?
0,What is this?,Qu'est-ce que cela?
0,I am going to Hawaii next year.,J'allais à Hawa l'année prochaine.
0,Don't throw rocks into the river.,Ne jetez pas de pierres dans la rivière.
0,I've had enough of your lying.,J'ai assez de votre mentement.
0,We had an early lunch at school.,Nous avons dîné tôt à l'école.
0,The road is too narrow for cars.,La route est trop étroite pour les voitures.
0,I do not agree with you at all.,Je ne suis pas du tout d'accord avec vous.
0,Are you saying you don't want to go to Tom's party?,Vous dites que vous ne voulez pas aller à la fête de Tom?
0,Tom knew when Mary would be arriving.,Tom savait quand Mary arriverait.
0,Pride goes before a fall.,La fierté va avant une chute.
0,Why did you turn down his offer?,Pourquoi avez-vous refusé son offre?
0,Japan is a rich country.,Le Japon est un pays riche.
0,I can't stand that noise.,Je ne peux pas tolérer ce bruit.
0,You'd better go.,Vous devriez aller.
0,Turn off the TV.,Éteignez la télévision.
0,I don't want to work.,Je ne veux pas travailler.
0,I hope to see you.,J'espère vous voir.
0,Tom got a late start this morning.,Tom a commencé tard ce matin.
0,He is not from Hokkaido.,Il n'est pas originaire de Hokkaido.
0,What subjects are you taking at school?,Quelles matières suivez-vous à l'école?
0,Get Tom.,Obtenez Tom.
0,What is the total amount of money you spent?,Quel est le montant total de l'argent que vous avez dépensé?
0,He likes taking care of the garden.,Il aime prendre soin du jardin.
0,Her red dress made her stand out.,Sa robe rouge l'a fait se distinguer.
0,"At last, she solved the problem.","Enfin, elle a résolu le problème."
0,He made many excuses for being late.,Il a fait de nombreuses excuses pour tarder.
0,Will you all be here tomorrow?,Vous serez-vous tous ici demain?
0,She gives me a nasty look every time she sees me.,Elle me donne un regard malveillant chaque fois qu'elle me voit.
0,Close the door when you leave.,Fermez la porte lorsque vous quittez.
0,They passed by her house yesterday.,Ils se sont rendus hier à sa maison.
0,"Excuse me, I'm lost.","Excusez-moi, je suis perdu."
0,This is what I can do for you.,C'est ce que je peux faire pour vous.
0,We gladly accept your offer.,Nous acceptons volontiers votre offre.
0,I want to drink something cold.,Je veux boire quelque chose de froid.
0,You look tired.,Vous avez l'air fatigué.
0,I'll go shopping tomorrow.,Je vais faire des achats demain.
0,I would like to know her name.,Je voudrais connaître son nom.
0,My father has five siblings.,Mon père a cinq frères et surs.
0,She glanced briefly at the newspaper.,Elle a brièvement regardé le journal.
0,The parking lot is free of charge.,Le parking est gratuit.
0,I will pick you up around six.,Je vous ramasserai vers six heures.
0,We don't have any other choice.,Nous n'avons pas d'autre choix.
0,The sun rose over the horizon.,Le soleil s'est élevé au-dessus de l'horizon.
0,Do you feel tired?,Se sentez-vous fatigué?
0,A green carpet will not go with this blue curtain.,Un tapis vert ne va pas avec ce rideau bleu.
0,Maybe you'll succeed.,Peut-être réussirez-vous.
0,I feel very sorry for your sister.,Je suis très désolée pour votre sur.
0,That red dress suited her.,Cette robe rouge lui convenait.
0,You need a car if you live in the suburbs.,Vous avez besoin d'une voiture si vous habitez dans la banlieue.
0,How come you didn't say anything?,Comment vous n'avez-vous pas dit quoi que ce soit?
0,I meet him at the club.,Je le rencontre au club.
0,Today was fun.,Aujourd'hui a été amusant.
0,I don't know how to go there.,Je ne sais pas comment aller là-bas.
